vessel,carrier,voyage No.,service,POD,ETA,Berthing,Updatetime
 NYK VESTA (3EJI4),ONE, 072E / 072E, FP1,TYO, 2021/07/05 15:03, 2021/07/05 15:47,2021/7/22 18:32
 NYK DEMETER (3ENV5),ONE, 095N / 096S, JSM,TYO, 2021/07/06 07:02, 2021/07/06 07:47,2021/7/22 18:32
 CALLAO BRIDGE (3FGY3),ONE, 194N / 195S, JPH,TYO, 2021/07/07 07:09, 2021/07/07 07:47,2021/7/22 18:32
 NYK FUSHIMI (9V8741),ONE, 103N / 104S, JID,TYO, 2021/07/08 06:47, 2021/07/08 07:28,2021/7/22 18:32
 ACX DIAMOND (9VFL3),ONE, 274N / 275S, JT1,TYO, 2021/07/09 06:50, 2021/07/09 07:25,2021/7/22 18:32
 OOCL DALIAN (VRFW9),ONE, 661N / 662S, JS3,TYO, 2021/07/10 18:09, 2021/07/10 18:56,2021/7/22 18:32
 YM CENTENNIAL (D5WQ9),ONE, 013N / 014S, JTS,TYO, 2021/07/11 06:57, 2021/07/11 07:54,2021/7/22 18:33
 SEATTLE BRIDGE (3FFH5),ONE, 066W / 066W, PN1,TYO, 2021/07/06 16:48, 2021/07/06 17:44,2021/7/22 18:33
 NYK VIRGO (9V5456),ONE, / 070W, FP1,TYO, 2021/07/07 17:47, 2021/07/07 18:05,2021/7/22 18:33
 PENANG BRIDGE (3FZD5),ONE, 041N / 042S, JVH,TYO, 2021/07/08 06:50, 2021/07/08 07:32,2021/7/22 18:33
 ONE ARCADIA (ZGOK7),ONE, 056W / 056W, PN2,TYO, 2021/07/09 17:51, 2021/07/09 19:00,2021/7/22 18:33
 SEASPAN EMERALD (VRFB8),ONE, 253N / 254S, JSM,TYO, 2021/07/11 16:52, 2021/07/11 17:47,2021/7/22 18:33
 NYK VIRGO (9V5456),ONE, 070W /, FP1,TYO, 2021/07/06 17:42, 2021/07/06 18:25,2021/7/22 18:33
 MAERSK GARONNE (9V6222),ONE, 111N / 118S, NZJ,TYO, 2021/07/08 17:24, 2021/07/08 18:04,2021/7/22 18:33
 RDO CONCERT (A8TH7),ONE, 105E / 105E, PN1,TYO, 2021/07/09 18:05, 2021/07/09 18:50,2021/7/22 18:33
 CONFIDENCE (V7A4533),ONE, 014E / 014W, JK1,TYO, 2021/07/11 17:19, 2021/07/11 18:06,2021/7/22 18:33
 ONE THESEUS (7KIL),ONE, 069W / 069W, PS5,TYO, 2021/07/08 18:24, 2021/07/08 19:19,2021/7/22 18:33
 ARIES (D5ZK2),ONE, 119W / 119W, PN1,TYO, 2021/07/12 17:14, 2021/07/12 17:56,2021/7/22 18:33
 BALSA (V7CA2),ONE, 114N / 115S, JPH,TYO, 2021/07/13 17:32, 2021/07/13 18:07,2021/7/22 18:33
 HUMEN BRIDGE (3EKA7),ONE, 079W / 079W, EC1,TYO, 2021/07/14 17:52, 2021/07/14 18:43,2021/7/22 18:33
 ONE ORPHEUS (9V5999),ONE, / 062W, FP1,TYO, 2021/07/15 08:06, 2021/07/15 08:58,2021/7/22 18:33
 SAN FRANCISCO BRIDGE (3FPV6),ONE, 050W / 050W, PS5,TYO, 2021/07/16 06:45, 2021/07/16 07:30,2021/7/22 18:33
 GREEN WAVE (9V6363),ONE, 011N / 012S, JVH,TYO, 2021/07/17 01:22, 2021/07/17 07:58,2021/7/22 18:33
 CONFIDENCE (V7A4533),ONE, 015E / 015W, JK1,TYO, 2021/07/18 17:46, 2021/07/18 18:20,2021/7/22 18:33
 ACX PEARL (D5OS5),ONE, 206N / 207S, JT1,TYO, 2021/07/16 10:03, 2021/07/16 10:39,2021/7/22 18:33
 NYK FURANO (9V8740),ONE, 074N / 075S, NZJ,TYO, 2021/07/17 06:28, 2021/07/17 07:15,2021/7/22 18:33
 SAN DIEGO BRIDGE (3FTY6),ONE, 052E / 052E, PN1,TYO, 2021/07/16 16:58, 2021/07/16 17:42,2021/7/22 18:33
 ONE HUMBER (3EHZ5),ONE, 087E / 087E, FP1,TYO, 2021/07/17 06:47, 2021/07/17 07:40,2021/7/22 18:33
 BANGKOK BRIDGE (3FTZ8),ONE, 121N / 122S, JID,TYO, 2021/07/17 06:53, 2021/07/17 07:42,2021/7/22 18:33
 ALLEGORIA (CQDC),ONE, 044N / 045S, JID,TYO, 2021/07/17 19:16, 2021/07/17 20:07,2021/7/22 18:33
 INTERASIA FORWARD (9V9981),ONE, N106 / S107, JCV,TYO, 2021/07/19 07:51, 2021/07/19 08:30,2021/7/22 18:33
 NYK VENUS (3EJG5),ONE, 068W /, FP1,TYO, 2021/07/20 06:54, 2021/07/20 07:49,2021/7/22 18:33
 NORDAMSTEL (5BJR5),ONE, 006N / 007S, JVH,TYO, 2021/07/21 06:44, 2021/07/21 07:22,2021/7/22 18:34
 SEATTLE BRIDGE (3FFH5),ONE, 067E / 067E, PN1,TYO, 2021/07/22 09:52, 2021/07/22 10:37,2021/7/22 18:34
 SUNRISE DRAGON (3EII5),ONE, N057 / S058, JCV,TYO, 2021/07/22 17:30, 2021/07/23 08:00,2021/7/22 18:34
 YM TRUTH (D5XC4),ONE, 005W / 005W, PN2,TYO, 2021/07/24 07:00, 2021/07/24 08:00,2021/7/22 18:34
 BLANDINE (CQDR),ONE, 105N / 106S, JSM,TYO, 2021/07/25 07:00, 2021/07/25 08:00,2021/7/22 18:34
 MOL SUCCESS (3FTZ5),ONE, 125N / 126S, JPH,TYO, 2021/07/21 07:02, 2021/07/21 07:45,2021/7/22 18:34
 MOL PRESTIGE (9V3122),ONE, 067W / 067W, PS5,TYO, 2021/07/22 12:29, 2021/07/22 13:23,2021/7/22 18:34
 ACX CRYSTAL (3ESV6),ONE, 244N / 245S, JT1,TYO, 2021/07/23 07:00, 2021/07/23 08:00,2021/7/22 18:34
 MOL PREMIUM (3EOJ7),ONE, 059W / 059W, PN1,TYO, 2021/07/25 17:00, 2021/07/25 18:00,2021/7/22 18:34
 WAN HAI 510 (9VJJ8),ONE, N142 / S143, JS3,TYO, 2021/07/21 15:38, 2021/07/21 16:27,2021/7/22 18:34
 SEASPAN EMINENCE (VRFN8),ONE, 117N / 118S, JSM,TYO, 2021/07/22 12:38, 2021/07/22 13:35,2021/7/22 18:34
 ONE HANOI (3FHS3),ONE, 040W /, FP1,TYO, 2021/07/25 18:00, 2021/07/25 19:00,2021/7/22 18:34
 NYK VENUS (3EJG5),ONE, / 068W, FP1,TYO, 2021/07/21 17:56, 2021/07/21 18:25,2021/7/22 18:34
 NAVIOS MIAMI (A8UL6),ONE, 159N / 160S, NZJ,TYO, 2021/07/22 17:51, 2021/07/22,2021/7/22 18:34
 CONFIDENCE (V7A4533),ONE, 016E / 016W, JK1,TYO, 2021/07/25 18:00, 2021/07/25 19:00,2021/7/22 18:34
 ONE HANOI (3FHS3),ONE, / 040W, FP1,TYO, 2021/07/26 18:00, 2021/07/26 18:30,2021/7/22 18:34
 CALLAO BRIDGE (3FGY3),ONE, 195N / 196S, JPH,TYO, 2021/07/27 07:00, 2021/07/27 08:00,2021/7/22 18:34
 WAN HAI 506 (S6AV4),ONE, N196 / S197, JS3,TYO, 2021/07/28, 2021/07/28,2021/7/22 18:34
 WAN HAI 263 (9VDB3),ONE, N315 / S316, JCV,TYO, 2021/07/29, 2021/07/29,2021/7/22 18:34
 BROOKLYN BRIDGE (3FFI8),ONE, 127N / 128S, JID,TYO, 2021/07/31 07:00, 2021/07/31 08:00,2021/7/22 18:34
 NYK THEMIS (D5OS6),ONE, 074W / 074W, PS5,TYO, 2021/08/01 17:00, 2021/08/01 18:00,2021/7/22 18:34
 ARIES (D5ZK2),ONE, 120E / 120E, PN1,TYO, 2021/07/28 07:00, 2021/07/28 08:00,2021/7/22 18:34
 ONE HARBOUR (3EIQ5),ONE, 088E / 088E, FP1,TYO, 2021/07/29 07:00, 2021/07/29 08:00,2021/7/22 18:34
 ACX DIAMOND (9VFL3),ONE, 275N / 276S, JT1,TYO, 2021/07/31 17:00, 2021/07/31 18:00,2021/7/22 18:34
 CONFIDENCE (V7A4533),ONE, 017E / 017W, JK1,TYO, 2021/08/01 19:00, 2021/08/01 20:00,2021/7/22 18:34
 MOL PROSPERITY (9V3123),ONE, 210W / 210W, PN1,TYO, 2021/07/28 07:00, 2021/07/28 08:00,2021/7/22 18:34
 ARGUS (D5ZK3),ONE, 113W / 113W, PS5,TYO, 2021/07/29 17:00, 2021/07/29 18:00,2021/7/22 18:34
 PENANG BRIDGE (3FZD5),ONE, 042N / 043S, JVH,TYO, 2021/07/29 17:00, 2021/07/29 18:00,2021/7/22 18:35
 BALSA (V7CA2),ONE, 115N / 116S, JPH,TYO, 2021/08/02 15:00, 2021/08/02 16:00,2021/7/22 18:35
 WAN HAI 501 (S6AS7),ONE, N214 / S215, JS3,TYO, 2021/08/03, 2021/08/03,2021/7/22 18:35
 SEASPAN ZAMBEZI (VRNF7),ONE, 023W / 023W, PN2,TYO, 2021/08/03 23:00, 2021/08/04 00:00,2021/7/22 18:35
 INTERASIA FORWARD (9V9981),ONE, N107 / S108, JCV,TYO, 2021/08/05, 2021/08/05,2021/7/22 18:35
 GREEN WAVE (9V6363),ONE, 012N / 013S, JVH,TYO, 2021/08/06 06:00, 2021/08/06 07:00,2021/7/22 18:35
 OOCL DALIAN (VRFW9),ONE, 662N / 663S, JS3,TYO, 2021/08/07, 2021/08/07,2021/7/22 18:35
 CONFIDENCE (V7A4533),ONE, 018E / 018W, JK1,TYO, 2021/08/08 19:00, 2021/08/08 20:00,2021/7/22 18:35
 GRASMERE MAERSK (9V3820),ONE, 114N / 121S, NZJ,TYO, 2021/08/03 01:00, 2021/08/03 02:00,2021/7/22 18:35
 ONE HAMMERSMITH (3FQE8),ONE, 072W /, FP1,TYO, 2021/08/04 17:00, 2021/08/04 18:00,2021/7/22 18:35
 ONE HAMMERSMITH (3FQE8),ONE, / 073W, FP1,TYO, 2021/08/05 16:00, 2021/08/05 19:00,2021/7/22 18:35
 ACX PEARL (D5OS5),ONE, 207N / 208S, JT1,TYO, 2021/08/06 07:00, 2021/08/06 08:00,2021/7/22 18:35
 NYK FUSHIMI (9V8741),ONE, 104N / 105S, JID,TYO, 2021/08/07 05:00, 2021/08/07 06:00,2021/7/22 18:35
 ONE HANNOVER (3EIC8),ONE, 085E / 085E, FP1,TYO, 2021/08/03 12:00, 2021/08/03 13:00,2021/7/22 18:35
 NYK DEMETER (3ENV5),ONE, 096N / 097S, JSM,TYO, 2021/08/05 18:00, 2021/08/05 19:00,2021/7/22 18:35
 MOL PREMIUM (3EOJ7),ONE, 060E / 060E, PN1,TYO, 2021/08/07 18:00, 2021/08/07 19:00,2021/7/22 18:35
 BROOKLYN BRIDGE (3FFI8),ONE, 126N / 127S, JID,YOK, 2021/07/05 07:25, 2021/07/05 08:20,2021/7/22 18:35
 TROPICAL ISLANDER (7JYD),ONE, 141 / 141, SPS,YOK, 2021/07/06 07:45, 2021/07/06 08:20,2021/7/22 18:35
 NYK DEMETER (3ENV5),ONE, 095N / 096S, JSM,YOK, 2021/07/07 06:55, 2021/07/07 07:55,2021/7/22 18:35
 PENANG BRIDGE (3FZD5),ONE, 041N / 042S, JVH,YOK, 2021/07/08 18:15, 2021/07/08 18:55,2021/7/22 18:35
 NYK FUSHIMI (9V8741),ONE, 103N / 104S, JID,YOK, 2021/07/08 23:40, 2021/07/09 00:30,2021/7/22 18:35
 ACX DIAMOND (9VFL3),ONE, 274N / 275S, JT1,YOK, 2021/07/10 06:35, 2021/07/10 07:30,2021/7/22 18:35
 CALLAO BRIDGE (3FGY3),ONE, 194N / 195S, JPH,YOK, 2021/07/07 18:55, 2021/07/07 19:45,2021/7/22 18:35
 SEALAND MICHIGAN (VRSQ3),ONE, 124N / 127S, AUN,YOK, --OMIT--, --OMIT--,2021/7/22 18:35
 SEASPAN BELLWETHER (VROG8),ONE, 2126E / 2126E, AX3,YOK, 2021/07/10 06:50, 2021/07/10 07:55,2021/7/22 18:35
 MAERSK SEOUL (9V5632),ONE, 123N / 126S, AUN,YOK, 2021/07/09 07:15, 2021/07/09 08:00,2021/7/22 18:35
 VANTAGE (9HA3435),ONE, 2117W / 2117W, AX3,YOK, 2021/07/10 18:10, 2021/07/10 19:00,2021/7/22 18:35
 OOCL DALIAN (VRFW9),ONE, 661N / 662S, JS3,YOK, 2021/07/09 18:45, 2021/07/09 19:40,2021/7/22 18:36
 YM CENTENNIAL (D5WQ9),ONE, 013N / 014S, JTS,YOK, 2021/07/12 07:30, 2021/07/12 08:15,2021/7/22 18:36
 BALSA (V7CA2),ONE, 114N / 115S, JPH,YOK, 2021/07/14 07:48, 2021/07/14 15:00,2021/7/22 18:36
 MSC CAPELLA (3EUI7),ONE, FA122R / FA122R, AX2,YOK, 2021/07/15 21:10, 2021/07/15 21:55,2021/7/22 18:36
 TALLAHASSEE (9V5027),ONE, 041W / 042E, AHX,YOK, 2021/07/16 06:40, 2021/07/16 07:25,2021/7/22 18:36
 ACX PEARL (D5OS5),ONE, 206N / 207S, JT1,YOK, 2021/07/17 06:10, 2021/07/17 06:55,2021/7/22 18:36
 BANGKOK BRIDGE (3FTZ8),ONE, 121N / 122S, JID,YOK, 2021/07/18 06:40, 2021/07/18 07:40,2021/7/22 18:36
 PAPUAN CHIEF (VROO7),ONE, 2110N / 2114S, SPS,YOK, 2021/07/12 15:30, 2021/07/12 16:25,2021/7/22 18:36
 GREEN WAVE (9V6363),ONE, 011N / 012S, JVH,YOK, 2021/07/16 17:00, 2021/07/16 17:30,2021/7/22 18:36
 SEASPAN BEAUTY (VROG7),ONE, 2117W / 2117W, AX2,YOK, 2021/07/17 06:35, 2021/07/17 07:30,2021/7/22 18:36
 ALLEGORIA (CQDC),ONE, 044N / 045S, JID,YOK, 2021/07/18 15:10, 2021/07/18 19:10,2021/7/22 18:36
 SEASPAN EMERALD (VRFB8),ONE, 253N / 254S, JSM,YOK, 2021/07/12 18:05, 2021/07/12 19:05,2021/7/22 18:36
 SEASPAN BEYOND (VRPN8),ONE, 2127E / 2127E, AX3,YOK, 2021/07/19 06:45, 2021/07/19 07:35,2021/7/22 18:36
 INTERASIA FORWARD (9V9981),ONE, N106 / S107, JCV,YOK, 2021/07/20 07:10, 2021/07/20 08:30,2021/7/22 18:36
 SEASPAN EMINENCE (VRFN8),ONE, 117N / 118S, JSM,YOK, 2021/07/21 12:10, 2021/07/21 13:00,2021/7/22 18:36
 SUNRISE DRAGON (3EII5),ONE, N057 / S058, JCV,YOK, 2021/07/22 08:00, 2021/07/22 08:35,2021/7/22 18:36
 MOL PROFICIENCY (V7NH8),ONE, 126N / 129S, AUN,YOK, --OMIT--, --OMIT--,2021/7/22 18:36
 ACX CRYSTAL (3ESV6),ONE, 244N / 245S, JT1,YOK, 2021/07/24 06:45, 2021/07/24 07:45,2021/7/22 18:36
 WAN HAI 510 (9VJJ8),ONE, N142 / S143, JS3,YOK, 2021/07/20 11:12, 2021/07/20 19:00,2021/7/22 18:36
 NORDAMSTEL (5BJR5),ONE, 006N / 007S, JVH,YOK, 2021/07/21 17:20, 2021/07/21 18:20,2021/7/22 18:36
 CROATIA (9HA3999),ONE, 2128E / 2128E, AX3,YOK, 2021/07/23 00:25, 2021/07/23 01:25,2021/7/22 18:36
 VALIANT (9HA3391),ONE, 2119W / 2119W, AX3,YOK, 2021/07/24 17:00, 2021/07/24 18:00,2021/7/22 18:36
 MOL SUCCESS (3FTZ5),ONE, 125N / 126S, JPH,YOK, 2021/07/20 18:50, 2021/07/20 19:30,2021/7/22 18:36
 HYUNDAI SATURN (MGGA2),ONE, 0028W / 0028W, AX3,YOK, 2021/07/21 21:15, 2021/07/21 22:10,2021/7/22 18:36
 TASMAN (V7FQ3),ONE, 125N / 128S, AUN,YOK, 2021/07/24 18:00, 2021/07/24 19:00,2021/7/22 18:36
 BLANDINE (CQDR),ONE, 105N / 106S, JSM,YOK, 2021/07/26 06:45, 2021/07/26 07:45,2021/7/22 18:36
 HIGHLAND CHIEF (VROJ8),ONE, 2111N / 2115S, SPS,YOK, 2021/07/27, 2021/07/27,2021/7/22 18:36
 WAN HAI 506 (S6AV4),ONE, N196 / S197, JS3,YOK, 2021/07/28, 2021/07/28,2021/7/22 18:36
 VANTAGE (9HA3435),ONE, 2129E / 2129E, AX3,YOK, 2021/07/29 23:00, 2021/07/30 00:00,2021/7/22 18:36
 VALENCE (9HA3398),ONE, 2120W / 2120W, AX3,YOK, 2021/07/31 17:00, 2021/07/31 18:00,2021/7/22 18:36
 MSC RENEE (VRPL2),ONE, FA124R / FA124R, AX2,YOK, --OMIT--, --OMIT--,2021/7/22 18:36
 CALLAO BRIDGE (3FGY3),ONE, 195N / 196S, JPH,YOK, 2021/07/27 18:00, 2021/07/27 19:00,2021/7/22 18:37
 MOL PRESENCE (9V8990),ONE, 127N / 130S, AUN,YOK, --OMIT--, --OMIT--,2021/7/22 18:37
 NOBILITY (D5AX9),ONE, 960W / 961E, AHX,YOK, 2021/08/01 06:00, 2021/08/01 07:00,2021/7/22 18:37
 WAN HAI 263 (9VDB3),ONE, N315 / S316, JCV,YOK, 2021/07/30, 2021/07/30,2021/7/22 18:37
 ACX DIAMOND (9VFL3),ONE, 275N / 276S, JT1,YOK, 2021/08/01 18:00, 2021/08/01 19:00,2021/7/22 18:37
 PENANG BRIDGE (3FZD5),ONE, 042N / 043S, JVH,YOK, 2021/07/30 03:00, 2021/07/30 04:00,2021/7/22 18:37
 WAN HAI 501 (S6AS7),ONE, N214 / S215, JS3,YOK, 2021/08/02, 2021/08/02,2021/7/22 18:37
 FEEDER 1 (9V2572),ONE, 127N / 130S, IAE,YOK, 2021/08/02 23:30, 2021/08/03 00:30,2021/7/22 18:37
 CORAL ISLANDER II (HORQ),ONE, 142 / 142, SPS,YOK, 2021/08/04, 2021/08/04,2021/7/22 18:37
 HYUNDAI SATURN (MGGA2),ONE, 0029E / 0029E, AX3,YOK, 2021/08/04 23:00, 2021/08/05 00:00,2021/7/22 18:37
 PL GERMANY (3FWP7),ONE, 128N / 131S, AUN,YOK, --OMIT--, --OMIT--,2021/7/22 18:37
 ACX PEARL (D5OS5),ONE, 207N / 208S, JT1,YOK, 2021/08/07 07:00, 2021/08/07 08:00,2021/7/22 18:37
 MSC PERLE (D5NI7),ONE, FA125R / FA125R, AX2,YOK, 2021/08/08 01:00, 2021/08/08 02:00,2021/7/22 18:37
 BROOKLYN BRIDGE (3FFI8),ONE, 127N / 128S, JID,YOK, 2021/08/02 04:00, 2021/08/02 05:00,2021/7/22 18:37
 BALSA (V7CA2),ONE, 115N / 116S, JPH,YOK, 2021/08/03 18:30, 2021/08/03 19:30,2021/7/22 18:37
 INTERASIA FORWARD (9V9981),ONE, N107 / S108, JCV,YOK, 2021/08/06, 2021/08/06,2021/7/22 18:37
 SEASPAN BREEZE (VRNL8),ONE, 2121W / 2121W, AX3,YOK, 2021/08/07 17:00, 2021/08/07 18:00,2021/7/22 18:37
 NYK FUSHIMI (9V8741),ONE, 104N / 105S, JID,YOK, 2021/08/08 04:00, 2021/08/08 05:00,2021/7/22 18:37
 OOCL DALIAN (VRFW9),ONE, 662N / 663S, JS3,YOK, 2021/08/06, 2021/08/06,2021/7/22 18:37
 GREEN WAVE (9V6363),ONE, 012N / 013S, JVH,YOK, 2021/08/06 17:00, 2021/08/06 18:00,2021/7/22 18:37
 NYK DEMETER (3ENV5),ONE, 096N / 097S, JSM,YOK, 2021/08/06 18:00, 2021/08/06 19:00,2021/7/22 18:37
 TROPICAL ISLANDER (7JYD),ONE, 141 / 141, SPS,NGO, 2021/07/05 07:55, 2021/07/05 09:00,2021/7/22 18:37
 NYK DIANA (3EOS4),ONE, 096N / 097S, JSM,NGO, 2021/07/06 19:20, 2021/07/06 20:55,2021/7/22 18:37
 OOCL DALIAN (VRFW9),ONE, 661N / 662S, JS3,NGO, 2021/07/08 06:55, 2021/07/08 08:10,2021/7/22 18:37
 MOL SPARKLE (3EWX3),ONE, 1131N / 1132S, JV2,NGO, 2021/07/09 14:20, 2021/07/09 15:40,2021/7/22 18:37
 NYK FUSHIMI (9V8741),ONE, 103N / 104S, JID,NGO, 2021/07/10 06:05, 2021/07/10 07:35,2021/7/22 18:37
 NYK DEMETER (3ENV5),ONE, 095N / 096S, JSM,NGO, 2021/07/11 06:30, 2021/07/11 08:00,2021/7/22 18:37
 BROOKLYN BRIDGE (3FFI8),ONE, 126N / 127S, JID,NGO, 2021/07/06 20:20, 2021/07/06 21:40,2021/7/22 18:37
 RDO CONCERT (A8TH7),ONE, 105E / 105E, PN1,NGO, 2021/07/08 16:10, 2021/07/08 17:45,2021/7/22 18:37
 YM CENTENNIAL (D5WQ9),ONE, 013N / 014S, JTS,NGO, 2021/07/09 14:30, 2021/07/09 15:30,2021/7/22 18:37
 CONFIDENCE (V7A4533),ONE, 014E / 014W, JK1,NGO, 2021/07/10 06:40, 2021/07/10 07:55,2021/7/22 18:38
 BALSA (V7CA2),ONE, 114N / 115S, JPH,NGO, 2021/07/11 17:45, 2021/07/11 19:10,2021/7/22 18:38
 SEATTLE BRIDGE (3FFH5),ONE, 066W / 066W, PN1,NGO, 2021/07/10 06:50, 2021/07/10 08:35,2021/7/22 18:38
 NYK VIRGO (9V5456),ONE, 070W / 070W, FP1,NGO, 2021/07/11 19:00, 2021/07/11 20:35,2021/7/22 18:38
 PENANG BRIDGE (3FZD5),ONE, 041N / 042S, JVH,NGO, 2021/07/10 11:50, 2021/07/10 13:25,2021/7/22 18:38
 ONE ORPHEUS (9V5999),ONE, / 062W, FP1,NGO, 2021/07/13 02:55, 2021/07/13 04:25,2021/7/22 18:38
 ONE HUMBER (3EHZ5),ONE, 087E / 087E, FP1,NGO, 2021/07/14 18:10, 2021/07/14 19:35,2021/7/22 18:38
 SAN DIEGO BRIDGE (3FTY6),ONE, 052E / 052E, PN1,NGO, 2021/07/15 10:30, 2021/07/15 13:15,2021/7/22 18:38
 ARIES (D5ZK2),ONE, 119W / 119W, PN1,NGO, 2021/07/16 06:25, 2021/07/16 07:45,2021/7/22 18:38
 NYK JOANNA (9VFC4),ONE, 152N / 153S, JV2,NGO, 2021/07/16 23:45, 2021/07/17 01:00,2021/7/22 18:38
 VEGA VENTO (D5JQ8),ONE, 373E / 373W, JP1,NGO, --OMIT--, --OMIT--,2021/7/22 18:38
 SEASPAN EMERALD (VRFB8),ONE, 253N / 254S, JSM,NGO, 2021/07/14 19:55, 2021/07/14 21:25,2021/7/22 18:38
 CONFIDENCE (V7A4533),ONE, 015E / 015W, JK1,NGO, 2021/07/17 06:40, 2021/07/17 08:00,2021/7/22 18:38
 MOL SUCCESS (3FTZ5),ONE, 125N / 126S, JPH,NGO, 2021/07/18 06:05, 2021/07/18 07:10,2021/7/22 18:38
 GREEN WAVE (9V6363),ONE, 011N / 012S, JVH,NGO, 2021/07/18 23:20, 2021/07/19 00:30,2021/7/22 18:38
 ALLEGORIA (CQDC),ONE, 044N / 045S, JID,NGO, 2021/07/20 05:40, 2021/07/20 06:55,2021/7/22 18:38
 SEATTLE BRIDGE (3FFH5),ONE, 067E / 067E, PN1,NGO, 2021/07/21 06:00, 2021/07/21 07:20,2021/7/22 18:38
 NORDAMSTEL (5BJR5),ONE, 006N / 007S, JVH,NGO, 2021/07/23 06:50, 2021/07/23 07:50,2021/7/22 18:38
 VEGA VENTO (D5JQ8),ONE, 375E / 375W, JP1,NGO, --OMIT--, --OMIT--,2021/7/22 18:38
 NYK VENUS (3EJG5),ONE, 068W / 068W, FP1,NGO, 2021/07/25 06:00, 2021/07/25 07:00,2021/7/22 18:38
 WAN HAI 510 (9VJJ8),ONE, N142 / S143, JS3,NGO, 2021/07/19 10:25, 2021/07/19 11:50,2021/7/22 18:38
 NYK SILVIA (3FNU3),ONE, 553N / 554S, JV2,NGO, 2021/07/23 15:50, 2021/07/23 16:50,2021/7/22 18:38
 CONFIDENCE (V7A4533),ONE, 016E / 016W, JK1,NGO, 2021/07/24 06:30, 2021/07/24 07:30,2021/7/22 18:38
 CALLAO BRIDGE (3FGY3),ONE, 195N / 196S, JPH,NGO, 2021/07/25 18:00, 2021/07/25 19:00,2021/7/22 18:38
 BANGKOK BRIDGE (3FTZ8),ONE, 121N / 122S, JID,NGO, 2021/07/19 11:10, 2021/07/19 12:35,2021/7/22 18:38
 SEASPAN EMINENCE (VRFN8),ONE, 117N / 118S, JSM,NGO, 2021/07/24 12:30, 2021/07/24 13:30,2021/7/22 18:38
 CAPE FLINT (V7KI8),ONE, 376E / 376W, JP1,NGO, 2021/07/24 20:00, 2021/07/24 21:00,2021/7/22 18:38
 WAN HAI 506 (S6AV4),ONE, N196 / S197, JS3,NGO, 2021/07/27, 2021/07/27,2021/7/22 18:38
 BLANDINE (CQDR),ONE, 105N / 106S, JSM,NGO, 2021/07/28 01:00, 2021/07/28 02:00,2021/7/22 18:39
 WAN HAI 501 (S6AS7),ONE, N214 / S215, JS3,NGO, --OMIT--, --OMIT--,2021/7/22 18:39
 ONE HANOI (3FHS3),ONE, 040W / 040W, FP1,NGO, 2021/07/30 07:00, 2021/07/30 08:00,2021/7/22 18:39
 CAPE FLINT (V7KI8),ONE, 377E / 377W, JP1,NGO, 2021/07/31, 2021/07/31,2021/7/22 18:39
 ONE HANNOVER (3EIC8),ONE, 085E / 085E, FP1,NGO, 2021/08/01 18:30, 2021/08/01 19:30,2021/7/22 18:39
 ARIES (D5ZK2),ONE, 120E / 120E, PN1,NGO, 2021/07/27 07:00, 2021/07/27 08:00,2021/7/22 18:39
 MOL SPARKLE (3EWX3),ONE, 1132N / 1133S, JV2,NGO, 2021/07/30 21:00, 2021/07/30 22:00,2021/7/22 18:39
 CONFIDENCE (V7A4533),ONE, 017E / 017W, JK1,NGO, 2021/07/31 07:00, 2021/07/31 08:00,2021/7/22 18:39
 MOL PREMIUM (3EOJ7),ONE, 059W / 059W, PN1,NGO, 2021/07/27 07:30, 2021/07/27 08:30,2021/7/22 18:39
 MOL PROSPERITY (9V3123),ONE, 210W / 210W, PN1,NGO, 2021/07/31 07:30, 2021/07/31 08:30,2021/7/22 18:39
 ONE HARBOUR (3EIQ5),ONE, 088E / 088E, FP1,NGO, 2021/07/27 18:00, 2021/07/27 19:00,2021/7/22 18:39
 PENANG BRIDGE (3FZD5),ONE, 042N / 043S, JVH,NGO, 2021/07/31 17:00, 2021/07/31 18:00,2021/7/22 18:39
 BALSA (V7CA2),ONE, 115N / 116S, JPH,NGO, 2021/07/31 18:00, 2021/07/31 19:00,2021/7/22 18:39
 CORAL ISLANDER II (HORQ),ONE, 142 / 142, SPS,NGO, 2021/08/03, 2021/08/03,2021/7/22 18:39
 OOCL DALIAN (VRFW9),ONE, 662N / 663S, JS3,NGO, 2021/08/05, 2021/08/05,2021/7/22 18:39
 MOL PREMIUM (3EOJ7),ONE, 060E / 060E, PN1,NGO, 2021/08/06 18:00, 2021/08/06 19:00,2021/7/22 18:39
 CAPE FLINT (V7KI8),ONE, 378E / 378W, JP1,NGO, 2021/08/07, 2021/08/07,2021/7/22 18:39
 GREEN WAVE (9V6363),ONE, 012N / 013S, JVH,NGO, 2021/08/08 06:00, 2021/08/08 07:00,2021/7/22 18:39
 BROOKLYN BRIDGE (3FFI8),ONE, 127N / 128S, JID,NGO, 2021/08/03 17:00, 2021/08/03 18:00,2021/7/22 18:39
 NYK JOANNA (9VFC4),ONE, 153N / 154S, JV2,NGO, 2021/08/06 21:00, 2021/08/06 22:00,2021/7/22 18:39
 CONFIDENCE (V7A4533),ONE, 018E / 018W, JK1,NGO, 2021/08/07 07:00, 2021/08/07 08:00,2021/7/22 18:39
 NYK DEMETER (3ENV5),ONE, 096N / 097S, JSM,NGO, 2021/08/08 07:00, 2021/08/08 08:00,2021/7/22 18:39
